,ENSG,Symbol
790,ENSG00000123838,C4BPA
791,ENSG00000124102,PI3
792,ENSG00000124107,SLPI
793,ENSG00000124171,PARD6B
794,ENSG00000124212,PTGIS
795,ENSG00000124216,SNAI1
796,ENSG00000124225,PMEPA1
797,ENSG00000124253,PCK1
798,ENSG00000124256,ZBP1
799,ENSG00000124429,POF1B
800,ENSG00000124466,LYPD3
801,ENSG00000124479,NDP
802,ENSG00000124491,F13A1
803,ENSG00000124507,PACSIN1
804,ENSG00000124575,H1-3
805,ENSG00000124610,H1-1
806,ENSG00000124635,H2BC11
807,ENSG00000124664,SPDEF
808,ENSG00000124731,TREM1
809,ENSG00000124766,SOX4
810,ENSG00000124785,NRN1
811,ENSG00000124813,RUNX2
812,ENSG00000124875,CXCL6
813,ENSG00000124882,EREG
814,ENSG00000124920,MYRF
815,ENSG00000124935,SCGB1D2
816,ENSG00000124939,SCGB2A1
817,ENSG00000125046,SSUH2
818,ENSG00000125144,MT1G
819,ENSG00000125148,MT2A
820,ENSG00000125266,EFNB2
821,ENSG00000125355,TMEM255A
822,ENSG00000125398,SOX9
823,ENSG00000125538,IL1B
824,ENSG00000125571,IL37
825,ENSG00000125726,CD70
826,ENSG00000125730,C3
827,ENSG00000125735,TNFSF14
828,ENSG00000125775,SDCBP2
829,ENSG00000125780,TGM3
830,ENSG00000125810,CD93
831,ENSG00000125831,CST11
832,ENSG00000125844,RRBP1
833,ENSG00000125845,BMP2
834,ENSG00000125851,PCSK2
835,ENSG00000125869,LAMP5
836,ENSG00000125968,ID1
837,ENSG00000126218,F10
838,ENSG00000126233,SLURP1
839,ENSG00000126251,GPR42
840,ENSG00000126337,KRT36
841,ENSG00000126353,CCR7
842,ENSG00000126368,NR1D1
843,ENSG00000126709,IFI6
844,ENSG00000126759,CFP
845,ENSG00000126787,DLGAP5
846,ENSG00000126878,AIF1L
847,ENSG00000127074,RGS13
848,ENSG00000127083,OMD
849,ENSG00000127129,EDN2
850,ENSG00000127241,MASP1
851,ENSG00000127249,ATP13A4
852,ENSG00000127318,IL22
853,ENSG00000127324,TSPAN8
854,ENSG00000127329,PTPRB
855,ENSG00000127481,UBR4
856,ENSG00000127507,ADGRE2
857,ENSG00000127528,KLF2
858,ENSG00000127533,F2RL3
859,ENSG00000127920,GNG11
860,ENSG00000127947,PTPN12
861,ENSG00000127951,FGL2
862,ENSG00000127954,STEAP4
863,ENSG00000127990,SGCE
864,ENSG00000128040,SPINK2
865,ENSG00000128052,KDR
866,ENSG00000128218,VPREB3
867,ENSG00000128228,SDF2L1
868,ENSG00000128322,IGLL1
869,ENSG00000128342,LIF
870,ENSG00000128383,APOBEC3A
871,ENSG00000128422,KRT17
872,ENSG00000128510,CPA4
873,ENSG00000128512,DOCK4
874,ENSG00000128564,VGF
875,ENSG00000128567,PODXL
876,ENSG00000128578,STRIP2
877,ENSG00000128591,FLNC
878,ENSG00000128595,CALU
879,ENSG00000128606,LRRC17
880,ENSG00000128641,MYO1B
881,ENSG00000128656,CHN1
882,ENSG00000128805,ARHGAP22
883,ENSG00000128815,WDFY4
884,ENSG00000128849,CGNL1
885,ENSG00000128917,DLL4
886,ENSG00000128918,ALDH1A2
887,ENSG00000128965,CHAC1
888,ENSG00000129009,ISLR
889,ENSG00000129038,LOXL1
890,ENSG00000129048,ACKR4
891,ENSG00000129116,PALLD
892,ENSG00000129128,SPCS3
893,ENSG00000129151,BBOX1
894,ENSG00000129226,CD68
895,ENSG00000129277,CCL4
896,ENSG00000129451,KLK10
897,ENSG00000129455,KLK8
898,ENSG00000129521,EGLN3
899,ENSG00000129538,RNASE1
900,ENSG00000129757,CDKN1C
901,ENSG00000129824,RPS4Y1
902,ENSG00000129988,LBP
903,ENSG00000130054,NALF2
904,ENSG00000130066,SAT1
905,ENSG00000130176,CNN1
906,ENSG00000130203,APOE
907,ENSG00000130208,APOC1
908,ENSG00000130222,GADD45G
909,ENSG00000130294,KIF1A
910,ENSG00000130300,PLVAP
911,ENSG00000130340,SNX9
912,ENSG00000130396,AFDN
913,ENSG00000130508,PXDN
914,ENSG00000130513,GDF15
915,ENSG00000130592,LSP1
916,ENSG00000130635,COL5A1
917,ENSG00000130707,ASS1
918,ENSG00000130766,SESN2
919,ENSG00000130818,ZNF426
920,ENSG00000130830,MPP1
921,ENSG00000130844,ZNF331
922,ENSG00000130876,SLC7A10
923,ENSG00000131016,AKAP12
924,ENSG00000131018,SYNE1
925,ENSG00000131037,EPS8L1
926,ENSG00000131042,LILRB2
927,ENSG00000131055,COX4I2
928,ENSG00000131097,HIGD1B
929,ENSG00000131153,GINS2
930,ENSG00000131203,IDO1
931,ENSG00000131238,PPT1
932,ENSG00000131378,RFTN1
933,ENSG00000131386,GALNT15
934,ENSG00000131435,PDLIM4
935,ENSG00000131459,GFPT2
936,ENSG00000131471,AOC3
937,ENSG00000131477,RAMP2
938,ENSG00000131686,CA6
939,ENSG00000131711,MAP1B
940,ENSG00000131737,KRT34
941,ENSG00000131738,KRT33B
942,ENSG00000131747,TOP2A
943,ENSG00000131969,ABHD12B
944,ENSG00000131981,LGALS3
945,ENSG00000132003,ZSWIM4
946,ENSG00000132031,MATN3
947,ENSG00000132170,PPARG
948,ENSG00000132205,EMILIN2
949,ENSG00000132329,RAMP1
950,ENSG00000132334,PTPRE
951,ENSG00000132386,SERPINF1
952,ENSG00000132465,JCHAIN
953,ENSG00000132514,CLEC10A
954,ENSG00000132554,RGS22
955,ENSG00000132646,PCNA
956,ENSG00000132688,NES
957,ENSG00000132692,BCAN
958,ENSG00000132698,RAB25
959,ENSG00000132744,ACY3
960,ENSG00000132746,ALDH3B2
961,ENSG00000132823,OSER1
962,ENSG00000132824,SERINC3
963,ENSG00000132965,ALOX5AP
964,ENSG00000132975,GPR12
965,ENSG00000133048,CHI3L1
966,ENSG00000133063,CHIT1
967,ENSG00000133069,TMCC2
968,ENSG00000133083,DCLK1
969,ENSG00000133110,POSTN
970,ENSG00000133392,MYH11
971,ENSG00000133466,C1QTNF6
972,ENSG00000133636,NTS
973,ENSG00000133657,ATP13A3
974,ENSG00000133710,SPINK5
975,ENSG00000133742,CA1
976,ENSG00000133800,LYVE1
977,ENSG00000133805,AMPD3
978,ENSG00000133818,RRAS2
979,ENSG00000134013,LOXL2
980,ENSG00000134028,ADAMDEC1
981,ENSG00000134057,CCNB1
982,ENSG00000134109,EDEM1
983,ENSG00000134152,KATNBL1
984,ENSG00000134160,TRPM1
985,ENSG00000134240,HMGCS2
986,ENSG00000134258,VTCN1
987,ENSG00000134285,FKBP11
988,ENSG00000134317,GRHL1
989,ENSG00000134321,RSAD2
990,ENSG00000134324,LPIN1
991,ENSG00000134339,SAA2
992,ENSG00000134363,FST
993,ENSG00000134443,GRP
994,ENSG00000134460,IL2RA
995,ENSG00000134531,EMP1
996,ENSG00000134539,KLRD1
997,ENSG00000134545,KLRC1
998,ENSG00000134709,HOOK1
999,ENSG00000134755,DSC2
1000,ENSG00000134757,DSG3
1001,ENSG00000134760,DSG1
1002,ENSG00000134765,DSC1
1003,ENSG00000134817,APLNR
1004,ENSG00000134827,TCN1
1005,ENSG00000134830,C5AR2
1006,ENSG00000134853,PDGFRA
1007,ENSG00000134871,COL4A2
1008,ENSG00000134873,CLDN10
1009,ENSG00000134909,ARHGAP32
1010,ENSG00000134917,ADAMTS8
1011,ENSG00000135046,ANXA1
1012,ENSG00000135047,CTSL
1013,ENSG00000135052,GOLM1
1014,ENSG00000135074,ADAM19
1015,ENSG00000135077,HAVCR2
1016,ENSG00000135094,SDS
1017,ENSG00000135111,TBX3
1018,ENSG00000135114,OASL
1019,ENSG00000135218,CD36
1020,ENSG00000135226,UGT2B28
1021,ENSG00000135245,HILPDA
1022,ENSG00000135318,NT5E
1023,ENSG00000135346,CGA
1024,ENSG00000135363,LMO2
1025,ENSG00000135373,EHF
1026,ENSG00000135374,ELF5
1027,ENSG00000135378,PRRG4
1028,ENSG00000135404,CD63
1029,ENSG00000135424,ITGA7
1030,ENSG00000135443,KRT85
1031,ENSG00000135451,TROAP
1032,ENSG00000135480,KRT7
1033,ENSG00000135549,PKIB
1034,ENSG00000135625,EGR4
1035,ENSG00000135636,DYSF
1036,ENSG00000135638,EMX1
1037,ENSG00000135677,GNS
1038,ENSG00000135678,CPM
1039,ENSG00000135744,AGT
1040,ENSG00000135750,KCNK1
1041,ENSG00000135821,GLUL
1042,ENSG00000135838,NPL
1043,ENSG00000135842,NIBAN1
1044,ENSG00000135862,LAMC1
1045,ENSG00000135903,PAX3
1046,ENSG00000135916,ITM2C
1047,ENSG00000135919,SERPINE2
1048,ENSG00000135929,CYP27A1
1049,ENSG00000135931,ARMC9
1050,ENSG00000136011,STAB2
1051,ENSG00000136021,SCYL2
1052,ENSG00000136040,PLXNC1
1053,ENSG00000136048,DRAM1
1054,ENSG00000136099,PCDH8
1055,ENSG00000136111,TBC1D4
1056,ENSG00000136153,LMO7
1057,ENSG00000136155,SCEL
1058,ENSG00000136160,EDNRB
1059,ENSG00000136167,LCP1
1060,ENSG00000136205,TNS3
1061,ENSG00000136235,GPNMB
1062,ENSG00000136244,IL6
1063,ENSG00000136250,AOAH
1064,ENSG00000136286,MYO1G
1065,ENSG00000136295,TTYH3
1066,ENSG00000136352,NKX2-1
1067,ENSG00000136457,CHAD
1068,ENSG00000136536,MARCHF7
1069,ENSG00000136542,GALNT5
1070,ENSG00000136546,SCN7A
1071,ENSG00000136634,IL10
1072,ENSG00000136688,IL36G
1073,ENSG00000136689,IL1RN
1074,ENSG00000136694,IL36A
1075,ENSG00000136695,IL36RN
1076,ENSG00000136697,IL1F10
1077,ENSG00000136810,TXN
1078,ENSG00000136859,ANGPTL2
1079,ENSG00000136867,SLC31A2
1080,ENSG00000136868,SLC31A1
1081,ENSG00000136869,TLR4
1082,ENSG00000136929,HEMGN
1083,ENSG00000136943,CTSV
1084,ENSG00000136960,ENPP2
1085,ENSG00000136999,CCN3
1086,ENSG00000137077,CCL21
1087,ENSG00000137101,CD72
1088,ENSG00000137124,ALDH1B1
1089,ENSG00000137177,KIF13A
1090,ENSG00000137198,GMPR
1091,ENSG00000137265,IRF4
1092,ENSG00000137285,TUBB2B
1093,ENSG00000137331,IER3
1094,ENSG00000137440,FGFBP1
1095,ENSG00000137441,FGFBP2
1096,ENSG00000137449,CPEB2
1097,ENSG00000137462,TLR2
1098,ENSG00000137491,SLCO2B1
1099,ENSG00000137558,PI15
1100,ENSG00000137563,GGH
1101,ENSG00000137571,SLCO5A1
1102,ENSG00000137573,SULF1
1103,ENSG00000137673,MMP7
1104,ENSG00000137745,MMP13
1105,ENSG00000137747,TMPRSS13
1106,ENSG00000137801,THBS1
1107,ENSG00000137804,NUSAP1
1108,ENSG00000137809,ITGA11
1109,ENSG00000137812,KNL1
1110,ENSG00000137831,UACA
1111,ENSG00000137869,CYP19A1
1112,ENSG00000137962,ARHGAP29
1113,ENSG00000138061,CYP1B1
1114,ENSG00000138080,EMILIN1
1115,ENSG00000138083,SIX3
1116,ENSG00000138119,MYOF
1117,ENSG00000138135,CH25H
1118,ENSG00000138160,KIF11
1119,ENSG00000138166,DUSP5
1120,ENSG00000138180,CEP55
1121,ENSG00000138185,ENTPD1
1122,ENSG00000138207,RBP4
1123,ENSG00000138294,MSMB
1124,ENSG00000138347,MYPN
1125,ENSG00000138356,AOX1
1126,ENSG00000138434,ITPRID2
1127,ENSG00000138449,SLC40A1
1128,ENSG00000138615,CILP
1129,ENSG00000138646,HERC5
1130,ENSG00000138670,RASGEF1B
1131,ENSG00000138678,GPAT3
1132,ENSG00000138684,IL21
1133,ENSG00000138685,FGF2
1134,ENSG00000138722,MMRN1
1135,ENSG00000138744,NAAA
1136,ENSG00000138755,CXCL9
1137,ENSG00000138756,BMP2K
1138,ENSG00000138758,SEPTIN11
1139,ENSG00000138764,CCNG2
1140,ENSG00000138772,ANXA3
1141,ENSG00000138778,CENPE
1142,ENSG00000138792,ENPEP
1143,ENSG00000138821,SLC39A8
1144,ENSG00000138829,FBN2
1145,ENSG00000138835,RGS3
1146,ENSG00000139187,KLRG1
1147,ENSG00000139193,CD27
1148,ENSG00000139194,RBP5
1149,ENSG00000139289,PHLDA1
1150,ENSG00000139318,DUSP6
1151,ENSG00000139329,LUM
1152,ENSG00000139330,KERA
1153,ENSG00000139352,ASCL1
1154,ENSG00000139354,GAS2L3
1155,ENSG00000139433,GLTP
1156,ENSG00000139572,GPR84
1157,ENSG00000139648,KRT71
1158,ENSG00000139714,MORN3
1159,ENSG00000139722,VPS37B
1160,ENSG00000139832,RAB20
1161,ENSG00000139874,SSTR1
1162,ENSG00000139973,SYT16
1163,ENSG00000139988,RDH12
1164,ENSG00000140015,KCNH5
1165,ENSG00000140044,JDP2
1166,ENSG00000140090,SLC24A4
1167,ENSG00000140092,FBLN5
1168,ENSG00000140105,WARS1
1169,ENSG00000140199,SLC12A6
1170,ENSG00000140263,SORD
1171,ENSG00000140285,FGF7
1172,ENSG00000140287,HDC
1173,ENSG00000140379,BCL2A1
1174,ENSG00000140396,NCOA2
1175,ENSG00000140403,DNAJA4
1176,ENSG00000140416,TPM1
1177,ENSG00000140450,ARRDC4
1178,ENSG00000140465,CYP1A1
1179,ENSG00000140519,RHCG
1180,ENSG00000140545,MFGE8
1181,ENSG00000140600,SH3GL3
1182,ENSG00000140678,ITGAX
1183,ENSG00000140682,TGFB1I1
1184,ENSG00000140749,IGSF6
1185,ENSG00000140832,MARVELD3
1186,ENSG00000140859,KIFC3
1187,ENSG00000140873,ADAMTS18
1188,ENSG00000140937,CDH11
1189,ENSG00000140941,MAP1LC3B
1190,ENSG00000140968,IRF8
1191,ENSG00000141052,MYOCD
1192,ENSG00000141338,ABCA8
1193,ENSG00000141433,ADCYAP1
1194,ENSG00000141447,OSBPL1A
1195,ENSG00000141526,SLC16A3
1196,ENSG00000141579,ZNF750
1197,ENSG00000141644,MBD1
1198,ENSG00000141655,TNFRSF11A
1199,ENSG00000141668,CBLN2
1200,ENSG00000141753,IGFBP4
1201,ENSG00000141756,FKBP10
1202,ENSG00000141977,CIB3
1203,ENSG00000142089,IFITM3
1204,ENSG00000142156,COL6A1
1205,ENSG00000142173,COL6A2
1206,ENSG00000142224,IL19
1207,ENSG00000142235,LMTK3
1208,ENSG00000142512,SIGLEC10
1209,ENSG00000142549,IGLON5
1210,ENSG00000142552,RCN3
1211,ENSG00000142619,PADI3
1212,ENSG00000142623,PADI1
1213,ENSG00000142694,EVA1B
1214,ENSG00000142748,FCN3
1215,ENSG00000142798,HSPG2
1216,ENSG00000142871,CCN1
1217,ENSG00000142910,TINAGL1
1218,ENSG00000143110,C1orf162
1219,ENSG00000143140,GJA5
1220,ENSG00000143153,ATP1B1
1221,ENSG00000143162,CREG1
1222,ENSG00000143184,XCL1
1223,ENSG00000143185,XCL2
1224,ENSG00000143196,DPT
1225,ENSG00000143217,NECTIN4
1226,ENSG00000143226,FCGR2A
1227,ENSG00000143228,NUF2
1228,ENSG00000143248,RGS5
1229,ENSG00000143297,FCRL5
1230,ENSG00000143320,CRABP2
1231,ENSG00000143322,ABL2
1232,ENSG00000143333,RGS16
1233,ENSG00000143341,HMCN1
1234,ENSG00000143344,RGL1
1235,ENSG00000143367,TUFT1
1236,ENSG00000143369,ECM1
1237,ENSG00000143387,CTSK
1238,ENSG00000143398,PIP5K1A
1239,ENSG00000143412,ANXA9
1240,ENSG00000143416,SELENBP1
1241,ENSG00000143514,TP53BP2
1242,ENSG00000143520,FLG2
1243,ENSG00000143536,CRNN
1244,ENSG00000143546,S100A8
1245,ENSG00000143556,S100A7
1246,ENSG00000143603,KCNN3
1247,ENSG00000143631,FLG
1248,ENSG00000143768,LEFTY2
1249,ENSG00000143797,MBOAT2
1250,ENSG00000143819,EPHX1
1251,ENSG00000143867,OSR1
1252,ENSG00000143878,RHOB
1253,ENSG00000143882,ATP6V1C2
1254,ENSG00000144063,MALL
1255,ENSG00000144119,C1QL2
1256,ENSG00000144136,SLC20A1
1257,ENSG00000144285,SCN1A
1258,ENSG00000144339,TMEFF2
1259,ENSG00000144355,DLX1
1260,ENSG00000144366,GULP1
1261,ENSG00000144452,ABCA12
1262,ENSG00000144476,ACKR3
1263,ENSG00000144566,RAB5A
1264,ENSG00000144648,ACKR2
1265,ENSG00000144724,PTPRG
1266,ENSG00000144810,COL8A1
1267,ENSG00000144834,TAGLN3
1268,ENSG00000144959,NCEH1
1269,ENSG00000145087,STXBP5L
1270,ENSG00000145088,EAF2
1271,ENSG00000145107,TM4SF19
1272,ENSG00000145244,CORIN
1273,ENSG00000145287,PLAC8
1274,ENSG00000145335,SNCA
1275,ENSG00000145358,DDIT4L
1276,ENSG00000145362,ANK2
1277,ENSG00000145386,CCNA2
1278,ENSG00000145390,USP53
1279,ENSG00000145416,MARCHF1
1280,ENSG00000145423,SFRP2
1281,ENSG00000145569,OTULINL
1282,ENSG00000145623,OSMR
1283,ENSG00000145649,GZMA
1284,ENSG00000145681,HAPLN1
1285,ENSG00000145685,LHFPL2
1286,ENSG00000145780,FEM1C
1287,ENSG00000145824,CXCL14
1288,ENSG00000145850,TIMD4
1289,ENSG00000145879,SPINK7
1290,ENSG00000145936,KCNMB1
1291,ENSG00000146013,GFRA3
1292,ENSG00000146070,PLA2G7
1293,ENSG00000146090,RASGEF1C
1294,ENSG00000146197,SCUBE3
1295,ENSG00000146250,PRSS35
1296,ENSG00000146374,RSPO3
1297,ENSG00000146376,ARHGAP18
1298,ENSG00000146555,SDK1
1299,ENSG00000146592,CREB5
1300,ENSG00000146674,IGFBP3
1301,ENSG00000146910,CNPY1
1302,ENSG00000147003,CLTRN
1303,ENSG00000147050,KDM6A
1304,ENSG00000147113,DIPK2B
1305,ENSG00000147160,AWAT2
1306,ENSG00000147257,GPC3
1307,ENSG00000147394,ZNF185
1308,ENSG00000147416,ATP6V1B2
1309,ENSG00000147454,SLC25A37
1310,ENSG00000147535,PLPP5
1311,ENSG00000147588,PMP2
1312,ENSG00000147606,SLC26A7
1313,ENSG00000147614,ATP6V0D2
1314,ENSG00000147676,MAL2
1315,ENSG00000147689,FAM83A
1316,ENSG00000147872,PLIN2
1317,ENSG00000148053,NTRK2
1318,ENSG00000148154,UGCG
1319,ENSG00000148180,GSN
1320,ENSG00000148344,PTGES
1321,ENSG00000148346,LCN2
1322,ENSG00000148357,HMCN2
1323,ENSG00000148541,FAM13C
1324,ENSG00000148600,CDHR1
1325,ENSG00000148634,HERC4
1326,ENSG00000148671,ADIRF
1327,ENSG00000148677,ANKRD1
1328,ENSG00000148734,NPFFR1
1329,ENSG00000148773,MKI67
1330,ENSG00000148848,ADAM12
1331,ENSG00000148926,ADM
1332,ENSG00000148935,GAS2
1333,ENSG00000149131,SERPING1
1334,ENSG00000149201,CCDC81
1335,ENSG00000149257,SERPINH1
1336,ENSG00000149451,ADAM33
1337,ENSG00000149534,MS4A2
1338,ENSG00000149564,ESAM
1339,ENSG00000149591,TAGLN
1340,ENSG00000149635,OCSTAMP
1341,ENSG00000149809,TM7SF2
1342,ENSG00000149948,HMGA2
1343,ENSG00000149968,MMP3
1344,ENSG00000150045,KLRF1
1345,ENSG00000150337,FCGR1A
1346,ENSG00000150347,ARID5B
1347,ENSG00000150551,LYPD1
1348,ENSG00000150594,ADRA2A
1349,ENSG00000150630,VEGFC
1350,ENSG00000150636,CCDC102B
1351,ENSG00000150637,CD226
1352,ENSG00000150681,RGS18
1353,ENSG00000150687,PRSS23
1354,ENSG00000150782,IL18
1355,ENSG00000150938,CRIM1
1356,ENSG00000150967,ABCB9
1357,ENSG00000151012,SLC7A11
1358,ENSG00000151117,TMEM86A
1359,ENSG00000151491,EPS8
1360,ENSG00000151617,EDNRA
1361,ENSG00000151632,AKR1C2
1362,ENSG00000151715,TMEM45B
1363,ENSG00000151726,ACSL1
1364,ENSG00000151789,ZNF385D
1365,ENSG00000151790,TDO2
1366,ENSG00000151812,SLC35F4
1367,ENSG00000151892,GFRA1
1368,ENSG00000151914,DST
1369,ENSG00000151929,BAG3
1370,ENSG00000152049,KCNE4
1371,ENSG00000152137,HSPB8
1372,ENSG00000152154,TMEM178A
1373,ENSG00000152223,EPG5
1374,ENSG00000152253,SPC25
1375,ENSG00000152256,PDK1
1376,ENSG00000152402,GUCY1A2
1377,ENSG00000152409,JMY
1378,ENSG00000152492,CCDC50
1379,ENSG00000152580,IGSF10
1380,ENSG00000152583,SPARCL1
1381,ENSG00000152661,GJA1
1382,ENSG00000152672,CLEC4F
1383,ENSG00000152766,ANKRD22
1384,ENSG00000152952,PLOD2
1385,ENSG00000153002,CPB1
1386,ENSG00000153006,SREK1IP1
1387,ENSG00000153012,LGI2
1388,ENSG00000153064,BANK1
1389,ENSG00000153066,TXNDC11
1390,ENSG00000153071,DAB2
1391,ENSG00000153094,BCL2L11
1392,ENSG00000153208,MERTK
1393,ENSG00000153234,NR4A2
1394,ENSG00000153292,ADGRF1
1395,ENSG00000153404,PLEKHG4B
1396,ENSG00000153446,C16orf89
1397,ENSG00000153561,RMND5A
1398,ENSG00000153563,CD8A
1399,ENSG00000153714,LURAP1L
1400,ENSG00000153789,CIBAR2
1401,ENSG00000153802,TMPRSS11D
1402,ENSG00000153823,PID1
1403,ENSG00000153902,LGI4
1404,ENSG00000154027,AK5
1405,ENSG00000154096,THY1
1406,ENSG00000154099,DNAAF1
1407,ENSG00000154133,ROBO4
1408,ENSG00000154175,ABI3BP
1409,ENSG00000154227,CERS3
1410,ENSG00000154258,ABCA9
1411,ENSG00000154262,ABCA6
1412,ENSG00000154274,C4orf19
1413,ENSG00000154277,UCHL1
1414,ENSG00000154451,GBP5
1415,ENSG00000154553,PDLIM3
1416,ENSG00000154556,SORBS2
1417,ENSG00000154721,JAM2
1418,ENSG00000154734,ADAMTS1
1419,ENSG00000154736,ADAMTS5
1420,ENSG00000154856,APCDD1
1421,ENSG00000154864,PIEZO2
1422,ENSG00000155011,DKK2
1423,ENSG00000155090,KLF10
1424,ENSG00000155189,AGPAT5
1425,ENSG00000155307,SAMSN1
1426,ENSG00000155465,SLC7A7
1427,ENSG00000155629,PIK3AP1
1428,ENSG00000155657,TTN
1429,ENSG00000155659,VSIG4
1430,ENSG00000155719,OTOA
1431,ENSG00000155918,RAET1L
1432,ENSG00000155926,SLA
1433,ENSG00000155962,CLIC2
1434,ENSG00000156011,PSD3
1435,ENSG00000156076,WIF1
1436,ENSG00000156113,KCNMA1
1437,ENSG00000156127,BATF
1438,ENSG00000156234,CXCL13
1439,ENSG00000156265,MAP3K7CL
1440,ENSG00000156282,CLDN17
1441,ENSG00000156298,TSPAN7
1442,ENSG00000156453,PCDH1
1443,ENSG00000156689,GLYATL2
1444,ENSG00000156738,MS4A1
1445,ENSG00000156804,FBXO32
1446,ENSG00000156885,COX6A2
1447,ENSG00000156886,ITGAD
1448,ENSG00000157107,FCHO2
1449,ENSG00000157168,NRG1
1450,ENSG00000157214,STEAP2
1451,ENSG00000157227,MMP14
1452,ENSG00000157404,KIT
1453,ENSG00000157456,CCNB2
1454,ENSG00000157542,KCNJ6
1455,ENSG00000157613,CREB3L1
1456,ENSG00000157680,DGKI
1457,ENSG00000157703,SVOPL
1458,ENSG00000157765,SLC34A2
1459,ENSG00000157766,ACAN
1460,ENSG00000158022,TRIM63
1461,ENSG00000158050,DUSP2
1462,ENSG00000158055,GRHL3
1463,ENSG00000158125,XDH
1464,ENSG00000158220,ESYT3
1465,ENSG00000158258,CLSTN2
1466,ENSG00000158270,COLEC12
1467,ENSG00000158406,H4C8
1468,ENSG00000158457,TSPAN33
1469,ENSG00000158477,CD1A
1470,ENSG00000158481,CD1C
1471,ENSG00000158485,CD1B
1472,ENSG00000158488,CD1E
1473,ENSG00000158517,NCF1
1474,ENSG00000158560,DYNC1I1
1475,ENSG00000158578,ALAS2
1476,ENSG00000158639,PAGE5
1477,ENSG00000158714,SLAMF8
1478,ENSG00000158786,PLA2G2F
1479,ENSG00000158825,CDA
1480,ENSG00000158859,ADAMTS4
1481,ENSG00000158869,FCER1G
1482,ENSG00000158887,MPZ
1483,ENSG00000159167,STC1
1484,ENSG00000159173,TNNI1
1485,ENSG00000159189,C1QC
1486,ENSG00000159200,RCAN1
1487,ENSG00000159251,ACTC1
1488,ENSG00000159261,CLDN14
1489,ENSG00000159263,SIM2
1490,ENSG00000159337,PLA2G4D
1491,ENSG00000159399,HK2
1492,ENSG00000159403,C1R
1493,ENSG00000159450,TCHH
1494,ENSG00000159455,LCE2B
1495,ENSG00000159516,SPRR2G
1496,ENSG00000159674,SPON2
1497,ENSG00000159685,CHCHD6
1498,ENSG00000159713,TPPP3
1499,ENSG00000159763,PIP
1500,ENSG00000159871,LYPD5
1501,ENSG00000159899,NPR2
1502,ENSG00000160013,PTGIR
1503,ENSG00000160161,CILP2
1504,ENSG00000160180,TFF3
1505,ENSG00000160213,CSTB
1506,ENSG00000160224,AIRE
1507,ENSG00000160255,ITGB2
1508,ENSG00000160307,S100B
1509,ENSG00000160360,GPSM1
1510,ENSG00000160588,MPZL3
1511,ENSG00000160593,JAML
1512,ENSG00000160654,CD3G
1513,ENSG00000160678,S100A1
1514,ENSG00000160712,IL6R
1515,ENSG00000160862,AZGP1
1516,ENSG00000160886,LY6K
1517,ENSG00000160951,PTGER1
1518,ENSG00000161011,SQSTM1
1519,ENSG00000161055,SCGB3A1
1520,ENSG00000161091,MFSD12
1521,ENSG00000161249,DMKN
1522,ENSG00000161281,COX7A1
1523,ENSG00000161381,PLXDC1
1524,ENSG00000161533,ACOX1
1525,ENSG00000161544,CYGB
1526,ENSG00000161570,CCL5
1527,ENSG00000161634,DCD
1528,ENSG00000161638,ITGA5
1529,ENSG00000161649,CD300LG
1530,ENSG00000161798,AQP5
1531,ENSG00000161835,TAMALIN
1532,ENSG00000161850,KRT82
1533,ENSG00000161911,TREML1
1534,ENSG00000161921,CXCL16
1535,ENSG00000161929,SCIMP
1536,ENSG00000162040,HS3ST6
1537,ENSG00000162144,CYB561A3
1538,ENSG00000162267,ITIH3
1539,ENSG00000162344,FGF19
1540,ENSG00000162366,PDZK1IP1
1541,ENSG00000162374,ELAVL4
1542,ENSG00000162407,PLPP3
1543,ENSG00000162413,KLHL21
1544,ENSG00000162444,RBP7
1545,ENSG00000162493,PDPN
1546,ENSG00000162511,LAPTM5
1547,ENSG00000162512,SDC3
1548,ENSG00000162545,CAMK2N1
1549,ENSG00000162551,ALPL
1550,ENSG00000162552,WNT4
